age,monthly_income,investment_knowledge,investment_experience,num_assets,time_horizon,goal_type,investment_frequency,dependents,market_sensitivity,net_worth,preferred_asset,education_level,employment_type,risk_profile,expected_return
51,19706,7,7,9,21,House,Yearly,3,9,1395288,Real Estate,PhD,Salaried,Speculative,4.34
25,18332,1,14,2,13,House,Yearly,4,6,42503,Crypto,Bachelors,Freelance,Aggressive,3.56
39,5359,9,0,2,1,Wealth Accumulation,Quarterly,2,1,383384,Real Estate,High School,Unemployed,Aggressive,2.0
25,13809,3,1,9,25,Education,Yearly,3,7,109304,Crypto,Masters,Unemployed,Moderate,2.0
66,6660,4,8,2,11,House,Quarterly,4,2,1027076,Bonds,PhD,Freelance,Speculative,4.06
32,8254,5,16,4,28,House,Monthly,4,3,995261,Stocks,High School,Retired,Speculative,2.9
34,13822,3,8,2,21,Wealth Accumulation,Monthly,1,1,1374678,Real Estate,Bachelors,Salaried,Speculative,2.22
40,3093,4,0,1,9,Retirement,Monthly,1,4,479926,Real Estate,PhD,Salaried,Aggressive,2.89
41,12730,5,7,7,13,Retirement,Quarterly,3,8,300071,Real Estate,Bachelors,Retired,Moderate,2.0
62,18947,1,4,5,11,Retirement,Monthly,2,3,1423395,Stocks,Masters,Salaried,Speculative,4.65
36,9217,9,10,3,27,Wealth Accumulation,Monthly,4,6,349458,Bonds,Masters,Freelance,Speculative,3.79
22,17558,10,5,8,8,Retirement,Yearly,4,7,651566,Stocks,High School,Salaried,Speculative,3.71
49,18718,10,16,5,29,Education,Quarterly,3,9,1830680,Mixed,Masters,Retired,Speculative,2.41
61,17705,4,17,1,28,Retirement,Quarterly,2,0,1664723,Stocks,Bachelors,Retired,Speculative,2.81
18,13342,9,17,9,26,Retirement,Quarterly,0,5,1366778,Mixed,High School,Unemployed,Speculative,4.85
40,13239,4,4,5,7,House,Monthly,2,4,1334522,Real Estate,PhD,Freelance,Speculative,2.45
54,14854,1,4,3,29,Education,Quarterly,0,9,952366,Bonds,Bachelors,Salaried,Speculative,2.03
25,14897,5,18,6,27,Wealth Accumulation,Monthly,4,9,146043,Crypto,Bachelors,Unemployed,Speculative,2.63
30,12419,9,12,8,28,Education,Monthly,1,0,1241680,Bonds,Bachelors,Unemployed,Speculative,2.68
25,11064,3,6,2,22,Retirement,Monthly,1,8,654880,Mixed,PhD,Unemployed,Speculative,3.13
40,16003,5,13,3,25,House,Monthly,3,10,1094305,Bonds,PhD,Retired,Speculative,2.7
60,11259,3,7,7,28,Wealth Accumulation,Yearly,2,9,1455307,Real Estate,Bachelors,Freelance,Speculative,2.82
18,6674,3,2,2,20,Education,Quarterly,2,6,363589,Stocks,Masters,Freelance,Aggressive,3.7
62,6002,1,3,5,15,Education,Quarterly,0,0,113178,Mixed,High School,Retired,Conservative,2.13
68,1910,2,9,9,15,Retirement,Monthly,3,1,815508,Mixed,Bachelors,Freelance,Speculative,4.72
41,1949,2,3,7,21,Retirement,Monthly,2,3,648583,Mixed,Bachelors,Unemployed,Speculative,2.24
52,19898,9,17,3,12,Wealth Accumulation,Monthly,3,9,42148,Real Estate,High School,Freelance,Moderate,2.0
41,12523,7,11,2,17,Retirement,Yearly,0,8,1153725,Bonds,Bachelors,Salaried,Speculative,4.64
34,12221,8,19,9,23,House,Monthly,4,10,1100918,Mixed,High School,Retired,Speculative,4.01
22,17484,2,19,9,6,Wealth Accumulation,Quarterly,3,1,171472,Crypto,High School,Unemployed,Speculative,3.44
37,5646,9,14,9,13,Retirement,Quarterly,1,0,837169,Mixed,Masters,Unemployed,Speculative,3.41
38,7945,3,12,3,16,Wealth Accumulation,Yearly,4,0,1080645,Bonds,High School,Retired,Speculative,2.4
57,3400,10,11,1,27,Education,Monthly,2,8,963183,Bonds,High School,Salaried,Speculative,2.0
48,12563,2,7,9,23,Wealth Accumulation,Quarterly,0,0,1263694,Crypto,PhD,Unemployed,Speculative,3.99
63,19727,1,8,7,1,Education,Yearly,0,3,944206,Stocks,High School,Unemployed,Speculative,4.0
53,1352,9,19,2,13,Wealth Accumulation,Quarterly,1,4,91036,Mixed,Bachelors,Freelance,Speculative,2.8
28,16489,8,8,6,7,Retirement,Yearly,3,5,1803408,Bonds,High School,Retired,Speculative,2.0
69,2018,4,16,9,13,Education,Monthly,1,5,1780089,Crypto,High School,Retired,Speculative,2.82
32,18563,7,0,8,7,Wealth Accumulation,Quarterly,3,2,1519156,Crypto,PhD,Retired,Speculative,2.0
36,6193,3,5,6,8,House,Quarterly,1,6,1888546,Real Estate,Masters,Retired,Speculative,4.36
24,16701,3,6,6,18,Retirement,Monthly,1,7,1292983,Bonds,Masters,Unemployed,Speculative,2.0
68,4536,4,8,8,17,Wealth Accumulation,Monthly,0,0,1940700,Bonds,Masters,Freelance,Speculative,4.07
45,16449,2,9,9,16,Wealth Accumulation,Yearly,3,8,352332,Bonds,PhD,Salaried,Aggressive,2.07
68,12842,10,3,8,28,Education,Monthly,1,5,990927,Real Estate,Masters,Salaried,Speculative,4.17
60,19886,4,15,1,17,Education,Quarterly,2,0,1246358,Crypto,High School,Salaried,Speculative,3.96
22,4819,10,11,2,8,Retirement,Quarterly,0,10,841172,Crypto,Bachelors,Freelance,Speculative,5.22
22,18363,3,8,6,7,Education,Monthly,0,8,1673704,Stocks,Bachelors,Freelance,Speculative,2.0
47,1976,8,2,8,25,Wealth Accumulation,Monthly,0,3,594483,Crypto,Bachelors,Unemployed,Speculative,2.0
49,19664,2,8,4,18,Wealth Accumulation,Monthly,0,8,1869058,Bonds,Masters,Unemployed,Speculative,2.48
25,6897,9,16,4,4,Education,Monthly,1,9,350006,Real Estate,PhD,Unemployed,Speculative,6.04
27,16957,3,13,2,24,Retirement,Quarterly,1,4,1718695,Stocks,PhD,Unemployed,Speculative,2.57
55,16359,4,4,1,22,House,Yearly,0,5,352171,Crypto,Masters,Retired,Speculative,3.06
64,14240,10,0,9,2,Wealth Accumulation,Quarterly,1,8,531000,Real Estate,PhD,Freelance,Aggressive,3.29
49,1107,10,0,7,16,Wealth Accumulation,Quarterly,1,5,315708,Mixed,High School,Salaried,Moderate,2.46
65,16524,3,2,9,26,Education,Yearly,3,0,972062,Crypto,PhD,Salaried,Speculative,4.12
45,2626,3,8,2,18,House,Monthly,2,0,254761,Real Estate,Masters,Freelance,Aggressive,2.95
34,7229,8,5,5,23,Wealth Accumulation,Yearly,3,1,356377,Bonds,PhD,Retired,Aggressive,4.23
48,7877,8,8,2,25,House,Quarterly,4,10,1772819,Mixed,PhD,Salaried,Speculative,5.05
25,1874,6,3,7,8,House,Monthly,3,10,685790,Stocks,High School,Freelance,Speculative,3.4
57,6543,4,19,9,14,Wealth Accumulation,Monthly,2,1,684293,Stocks,High School,Unemployed,Speculative,3.22
42,4809,1,18,3,18,House,Monthly,2,5,1927177,Bonds,Bachelors,Salaried,Speculative,3.96
26,11603,4,4,1,19,House,Monthly,3,9,327795,Real Estate,PhD,Unemployed,Moderate,3.81
19,3107,8,4,4,24,Education,Monthly,3,9,1575993,Mixed,Masters,Retired,Speculative,2.72
32,12745,6,13,4,4,Education,Monthly,4,4,1389862,Crypto,Masters,Salaried,Speculative,4.25
67,10465,2,9,6,22,House,Yearly,0,6,1256759,Bonds,High School,Salaried,Speculative,3.32
20,1559,3,15,5,28,Retirement,Monthly,2,7,1618653,Bonds,Bachelors,Freelance,Speculative,3.44
66,9308,7,5,5,14,House,Yearly,0,9,336844,Bonds,High School,Salaried,Moderate,2.0
53,16250,4,19,9,2,Wealth Accumulation,Yearly,4,9,573464,Bonds,High School,Salaried,Speculative,4.44
21,14255,4,13,1,17,Retirement,Yearly,1,9,980914,Crypto,High School,Freelance,Speculative,3.52
31,4046,5,17,8,6,Education,Monthly,1,9,1909070,Bonds,Masters,Salaried,Speculative,3.58
58,14856,8,8,8,8,Retirement,Monthly,0,2,700441,Stocks,PhD,Freelance,Speculative,2.73
58,17427,7,6,8,29,Education,Monthly,3,8,899718,Stocks,PhD,Retired,Speculative,2.0
42,1508,9,17,3,16,Retirement,Monthly,2,0,513097,Bonds,Masters,Unemployed,Speculative,2.81
67,7107,5,9,8,21,House,Quarterly,0,2,1824422,Real Estate,Masters,Retired,Speculative,2.38
27,14476,1,1,2,1,Education,Quarterly,3,1,583622,Stocks,Bachelors,Retired,Speculative,4.14
38,4439,4,12,8,26,Wealth Accumulation,Monthly,4,5,1617059,Mixed,Masters,Retired,Speculative,2.49
53,14136,6,5,8,18,Retirement,Quarterly,3,0,614986,Real Estate,Bachelors,Retired,Speculative,2.68
29,15167,6,8,3,3,House,Monthly,4,7,259344,Bonds,PhD,Freelance,Moderate,3.4
44,18300,9,19,4,29,Retirement,Monthly,0,9,55784,Crypto,PhD,Freelance,Speculative,5.22
57,18182,10,7,9,29,Retirement,Monthly,1,9,1838467,Real Estate,Bachelors,Salaried,Speculative,3.92
19,5971,5,9,9,28,Wealth Accumulation,Monthly,2,2,671587,Mixed,Masters,Salaried,Speculative,5.21
30,19144,5,15,9,18,Retirement,Monthly,0,5,8831,Real Estate,Masters,Retired,Moderate,4.15
49,16883,6,14,6,25,Wealth Accumulation,Monthly,1,1,1317657,Stocks,Bachelors,Retired,Speculative,4.5
48,1818,6,12,1,10,Education,Monthly,4,4,1659414,Stocks,Masters,Salaried,Speculative,4.22
33,11360,3,17,8,2,Wealth Accumulation,Yearly,2,1,195922,Crypto,High School,Retired,Speculative,4.18
49,12927,6,5,9,19,Wealth Accumulation,Yearly,3,6,874336,Real Estate,Bachelors,Freelance,Speculative,2.32
49,17023,8,19,8,25,Education,Quarterly,0,4,106124,Crypto,Masters,Freelance,Speculative,2.96
51,4065,6,8,1,11,Wealth Accumulation,Quarterly,3,7,1234608,Real Estate,Bachelors,Retired,Speculative,3.39
28,4259,5,17,6,19,House,Yearly,2,5,1896949,Bonds,Bachelors,Freelance,Speculative,5.35
27,18290,3,6,9,24,Retirement,Yearly,0,7,823906,Real Estate,Masters,Salaried,Speculative,2.37
32,13300,1,4,9,24,Wealth Accumulation,Yearly,0,8,1359827,Real Estate,Masters,Freelance,Speculative,2.57
34,1602,5,10,7,27,Retirement,Quarterly,3,6,120913,Bonds,Bachelors,Retired,Moderate,2.06
57,5295,6,12,7,3,Wealth Accumulation,Monthly,3,0,940112,Mixed,Masters,Freelance,Speculative,3.62
35,10983,6,2,4,10,Education,Quarterly,1,8,234119,Stocks,Masters,Retired,Moderate,3.04
26,4527,6,0,7,16,Education,Monthly,3,8,1398012,Real Estate,Bachelors,Retired,Speculative,2.56
42,2811,3,3,5,28,Retirement,Monthly,4,9,876745,Crypto,High School,Freelance,Speculative,3.64
57,13103,4,18,5,26,Retirement,Quarterly,1,1,613584,Bonds,PhD,Retired,Speculative,3.87
31,10032,3,17,1,3,Retirement,Monthly,3,1,1903862,Mixed,Masters,Unemployed,Speculative,2.59
42,13877,2,5,2,24,Education,Quarterly,0,6,1008127,Stocks,PhD,Freelance,Speculative,4.45
67,8963,8,9,9,19,Retirement,Yearly,3,4,612410,Stocks,High School,Unemployed,Speculative,3.69
39,16224,7,6,2,20,Wealth Accumulation,Yearly,2,4,1002502,Crypto,High School,Salaried,Speculative,5.82
69,9916,8,11,2,21,Wealth Accumulation,Quarterly,1,0,1127496,Mixed,High School,Retired,Speculative,4.83
47,7766,6,7,9,7,Retirement,Quarterly,0,5,583004,Crypto,High School,Unemployed,Speculative,3.39
37,18186,7,12,3,17,Education,Quarterly,3,7,530553,Stocks,PhD,Retired,Speculative,3.25
38,19966,1,17,2,8,Wealth Accumulation,Quarterly,2,3,511936,Real Estate,Masters,Retired,Speculative,4.95
61,2665,10,13,7,3,Education,Monthly,1,2,1763628,Bonds,PhD,Salaried,Speculative,3.06
49,16932,5,10,9,7,Education,Yearly,1,9,387630,Bonds,High School,Freelance,Aggressive,2.0
68,7975,4,9,6,27,Education,Quarterly,1,9,1648072,Crypto,Bachelors,Freelance,Speculative,3.14
63,3552,10,5,7,10,Retirement,Quarterly,0,0,1353016,Real Estate,Masters,Salaried,Speculative,2.0
66,14219,3,12,3,27,Education,Yearly,3,3,1194934,Stocks,PhD,Retired,Speculative,3.57
38,15274,2,9,3,19,Education,Quarterly,0,1,1476911,Bonds,PhD,Salaried,Speculative,3.29
52,13612,9,11,8,25,Retirement,Yearly,4,4,1141013,Bonds,Masters,Freelance,Speculative,2.45
49,3808,8,0,7,15,House,Yearly,3,9,908463,Crypto,PhD,Retired,Speculative,3.94
47,12090,10,17,5,26,Wealth Accumulation,Quarterly,4,0,1299639,Mixed,PhD,Freelance,Speculative,4.64
56,13260,2,12,6,15,Retirement,Monthly,3,8,1313907,Bonds,PhD,Salaried,Speculative,2.0
66,16295,6,3,9,5,Wealth Accumulation,Quarterly,1,8,335143,Crypto,High School,Unemployed,Speculative,4.18
29,15837,3,5,3,3,Retirement,Monthly,0,4,1089375,Stocks,Masters,Unemployed,Speculative,3.97
58,15669,3,17,3,3,Retirement,Quarterly,4,0,662190,Bonds,PhD,Salaried,Speculative,3.6
64,11523,5,4,6,29,Retirement,Monthly,1,2,1397228,Crypto,High School,Retired,Speculative,2.41
35,13762,7,17,8,4,Wealth Accumulation,Yearly,1,6,1294888,Mixed,High School,Unemployed,Speculative,3.19
38,14769,7,4,5,15,Retirement,Yearly,4,4,1146149,Real Estate,Masters,Unemployed,Speculative,3.76
30,14731,10,6,1,16,Retirement,Quarterly,3,10,1937407,Bonds,Bachelors,Salaried,Speculative,2.77
38,12877,1,8,3,5,Retirement,Quarterly,4,8,1834529,Crypto,Masters,Salaried,Speculative,4.74
25,3456,7,2,8,21,Wealth Accumulation,Monthly,0,3,431538,Real Estate,Masters,Unemployed,Aggressive,3.76
63,6423,7,11,4,8,House,Monthly,2,4,1734974,Mixed,Masters,Unemployed,Speculative,5.44
57,15246,6,19,9,10,Retirement,Monthly,3,2,826803,Bonds,Bachelors,Retired,Speculative,3.1
63,13846,6,13,6,22,Retirement,Monthly,1,7,1832917,Crypto,Masters,Salaried,Speculative,2.98
24,5317,2,7,4,21,Retirement,Monthly,4,2,1142995,Real Estate,Masters,Retired,Speculative,2.2
40,18940,3,11,4,2,Retirement,Quarterly,2,5,1424371,Stocks,PhD,Salaried,Speculative,3.86
61,19589,3,6,5,14,Retirement,Yearly,4,6,1463562,Stocks,Masters,Salaried,Speculative,4.08
49,13635,3,8,7,5,House,Monthly,2,1,781198,Crypto,Masters,Salaried,Speculative,2.98
28,14470,2,11,7,7,Education,Yearly,3,6,437980,Real Estate,Masters,Salaried,Speculative,2.5
39,14176,9,3,7,11,Education,Yearly,4,2,1092033,Stocks,PhD,Freelance,Speculative,2.88
39,10113,6,4,5,3,Retirement,Quarterly,4,2,1499874,Bonds,Bachelors,Retired,Speculative,5.31
60,14546,2,8,9,12,Wealth Accumulation,Monthly,2,4,1505553,Crypto,Masters,Salaried,Speculative,3.59
42,7805,3,6,2,14,House,Monthly,0,3,832913,Mixed,PhD,Retired,Speculative,6.2
39,17788,10,13,8,23,House,Monthly,1,9,655467,Bonds,Masters,Unemployed,Speculative,3.44
45,19004,6,19,8,29,House,Monthly,2,6,1987416,Crypto,High School,Retired,Speculative,3.06
46,9080,4,16,3,1,Education,Quarterly,4,2,1978417,Stocks,PhD,Freelance,Speculative,2.57
30,4118,7,0,5,29,Wealth Accumulation,Quarterly,2,8,1858473,Mixed,Masters,Salaried,Speculative,4.23
35,7630,6,14,8,22,Education,Monthly,2,0,1280601,Bonds,High School,Salaried,Speculative,4.08
19,1565,6,14,9,16,House,Monthly,4,1,687137,Real Estate,Masters,Freelance,Speculative,4.9
46,16701,3,0,7,15,Education,Yearly,4,10,386755,Mixed,Masters,Salaried,Moderate,2.0
38,15859,8,14,4,1,Education,Yearly,0,8,571401,Stocks,Masters,Freelance,Speculative,2.99
32,8670,9,1,4,23,Retirement,Monthly,0,10,274000,Mixed,PhD,Unemployed,Moderate,2.0
69,10476,6,3,3,22,Retirement,Monthly,0,7,195453,Stocks,PhD,Unemployed,Moderate,2.46
44,9776,2,16,8,13,Retirement,Yearly,4,6,1000884,Crypto,PhD,Salaried,Speculative,3.53
67,16021,1,15,6,26,House,Yearly,3,8,78732,Bonds,High School,Freelance,Moderate,3.02
48,5327,3,17,6,27,Retirement,Monthly,0,4,535457,Crypto,Bachelors,Freelance,Speculative,2.81
32,16275,3,15,9,15,House,Yearly,1,2,1518971,Mixed,Bachelors,Unemployed,Speculative,4.95
68,8614,8,7,3,17,Retirement,Quarterly,3,1,1060464,Crypto,PhD,Retired,Speculative,3.41
40,2245,5,5,4,9,House,Yearly,0,5,284886,Bonds,Bachelors,Freelance,Moderate,3.86
41,9243,1,19,3,5,Education,Monthly,1,1,221472,Mixed,Masters,Salaried,Speculative,2.0
61,11355,4,1,3,27,Wealth Accumulation,Quarterly,4,7,957089,Crypto,Bachelors,Salaried,Speculative,2.53
30,1537,7,18,1,23,House,Quarterly,1,4,1896419,Crypto,Bachelors,Salaried,Speculative,6.15
39,16924,5,12,6,12,Education,Yearly,0,10,87646,Crypto,High School,Freelance,Aggressive,3.25
60,17236,10,5,9,17,Retirement,Monthly,2,1,530908,Real Estate,Bachelors,Unemployed,Speculative,2.82
54,17924,6,5,5,11,Education,Yearly,2,5,577949,Mixed,PhD,Salaried,Speculative,4.02
50,18198,10,12,2,11,Education,Yearly,1,5,190746,Bonds,Masters,Freelance,Aggressive,3.4
20,2415,4,0,4,24,Wealth Accumulation,Yearly,4,7,76153,Mixed,Masters,Freelance,Conservative,3.91
36,12030,2,8,6,8,Retirement,Quarterly,3,5,1698449,Mixed,PhD,Freelance,Speculative,2.0
40,2652,9,11,7,15,House,Yearly,2,2,1872235,Crypto,PhD,Salaried,Speculative,2.11
46,11857,2,11,7,25,House,Yearly,3,7,1172006,Stocks,Masters,Freelance,Speculative,2.0
47,19740,2,3,4,2,House,Yearly,4,1,1165546,Crypto,High School,Unemployed,Speculative,3.7
56,4810,2,18,5,22,Retirement,Yearly,2,8,619899,Stocks,PhD,Salaried,Speculative,3.02
61,17569,1,15,4,10,House,Monthly,4,5,1717377,Real Estate,Masters,Salaried,Speculative,3.39
64,2551,3,11,6,21,Wealth Accumulation,Monthly,0,0,1709266,Real Estate,High School,Unemployed,Speculative,3.35
42,14584,6,0,7,22,Education,Monthly,3,3,1776344,Stocks,Masters,Retired,Speculative,4.2
54,1761,7,3,2,14,Retirement,Quarterly,0,0,1217128,Crypto,Masters,Unemployed,Speculative,4.83
64,13511,1,8,3,5,House,Monthly,4,2,639069,Crypto,High School,Unemployed,Speculative,4.51
25,10471,5,6,8,27,Education,Yearly,4,9,1321202,Mixed,PhD,Freelance,Speculative,3.12
59,13467,5,9,7,17,Education,Yearly,1,5,1995105,Mixed,PhD,Salaried,Speculative,3.52
33,7163,1,12,1,18,Wealth Accumulation,Monthly,1,2,10539,Real Estate,Bachelors,Salaried,Moderate,4.49
25,17065,4,7,4,19,House,Quarterly,2,4,1545335,Mixed,PhD,Freelance,Speculative,4.66
18,12886,10,19,5,7,Retirement,Quarterly,0,7,1976649,Mixed,PhD,Freelance,Speculative,3.6
61,18920,1,9,3,26,Education,Quarterly,0,7,624295,Mixed,High School,Retired,Speculative,4.24
22,7201,1,9,4,25,Wealth Accumulation,Yearly,4,8,915402,Real Estate,High School,Salaried,Speculative,2.22
20,16580,7,7,7,18,Education,Monthly,1,3,1067775,Mixed,Masters,Unemployed,Speculative,2.0
18,8399,7,19,8,12,Wealth Accumulation,Quarterly,3,4,921325,Stocks,High School,Unemployed,Speculative,2.11
21,17945,3,14,9,15,Wealth Accumulation,Yearly,4,3,800838,Bonds,High School,Retired,Speculative,2.69
57,8623,7,0,2,29,Education,Quarterly,0,6,683166,Bonds,Masters,Freelance,Speculative,3.05
52,11327,3,14,4,14,Education,Quarterly,0,8,297913,Mixed,Masters,Unemployed,Aggressive,4.0
49,8187,2,16,1,10,House,Monthly,4,5,1630408,Mixed,Bachelors,Unemployed,Speculative,4.82
59,3180,10,12,3,17,Retirement,Yearly,4,10,764492,Mixed,High School,Unemployed,Speculative,2.24
51,2960,4,11,8,1,Wealth Accumulation,Quarterly,4,10,1672243,Stocks,Bachelors,Unemployed,Speculative,3.47
60,6153,10,2,7,4,Wealth Accumulation,Yearly,0,1,927621,Real Estate,Bachelors,Freelance,Speculative,4.43
42,8035,3,18,8,9,Education,Quarterly,3,6,1232449,Bonds,Bachelors,Salaried,Speculative,4.17
27,12471,7,4,6,4,Education,Monthly,0,2,754240,Crypto,PhD,Retired,Speculative,2.0
38,1582,1,2,5,19,Education,Quarterly,4,7,604716,Mixed,Masters,Retired,Aggressive,2.6
63,16514,6,4,9,26,Retirement,Monthly,1,2,1940377,Crypto,High School,Retired,Speculative,2.2
56,16531,2,8,5,24,Education,Quarterly,3,8,786683,Stocks,Bachelors,Retired,Speculative,3.45
44,17672,8,5,9,25,Wealth Accumulation,Monthly,2,0,1485068,Real Estate,Masters,Freelance,Speculative,4.75
44,8979,5,15,4,5,Wealth Accumulation,Quarterly,0,5,1315161,Crypto,Masters,Freelance,Speculative,2.0
19,4060,3,9,5,18,Wealth Accumulation,Quarterly,3,10,1582570,Mixed,PhD,Salaried,Speculative,3.38
58,14731,10,15,1,15,Retirement,Quarterly,3,9,276989,Mixed,High School,Freelance,Speculative,4.19
65,13294,7,2,6,20,Retirement,Yearly,4,6,1476733,Stocks,Bachelors,Freelance,Speculative,4.59
30,18567,2,17,3,26,Retirement,Yearly,3,2,523239,Mixed,PhD,Salaried,Speculative,4.24
26,15274,5,10,2,8,Retirement,Quarterly,0,5,1359649,Crypto,Masters,Freelance,Speculative,3.88
69,18830,8,18,6,2,House,Yearly,1,10,908456,Real Estate,Bachelors,Salaried,Speculative,3.0
53,17348,1,14,1,25,House,Yearly,3,9,1740465,Mixed,High School,Freelance,Speculative,4.08
39,2903,1,10,9,13,House,Quarterly,0,2,488543,Mixed,PhD,Freelance,Speculative,2.29
59,15551,3,9,5,27,Education,Quarterly,4,8,43554,Crypto,Bachelors,Retired,Moderate,2.76
43,16141,3,8,7,13,Retirement,Quarterly,3,5,1139517,Real Estate,Masters,Salaried,Speculative,4.17
29,3377,7,2,9,28,Retirement,Yearly,2,10,905306,Crypto,Bachelors,Unemployed,Speculative,3.22
34,1847,6,8,9,14,House,Yearly,2,7,110038,Stocks,PhD,Unemployed,Moderate,2.79
31,15380,7,17,7,15,House,Yearly,1,3,141794,Mixed,Masters,Retired,Speculative,4.31
31,18623,4,11,4,29,Retirement,Quarterly,4,7,296448,Bonds,Bachelors,Retired,Aggressive,2.0
51,10524,2,15,4,21,House,Yearly,0,4,1918290,Stocks,High School,Retired,Speculative,5.15
37,16231,2,3,7,12,Education,Yearly,3,7,881311,Bonds,PhD,Unemployed,Speculative,2.08
28,12698,10,0,8,23,Education,Monthly,0,1,1021066,Crypto,PhD,Retired,Speculative,2.3
33,11571,1,12,7,5,Education,Monthly,2,2,337454,Bonds,PhD,Retired,Speculative,2.0
68,13314,9,7,4,3,Wealth Accumulation,Quarterly,4,9,958158,Real Estate,PhD,Salaried,Speculative,4.19
48,12429,7,5,4,18,Wealth Accumulation,Quarterly,0,3,74003,Mixed,High School,Retired,Conservative,2.0
23,3365,10,7,8,3,Retirement,Yearly,3,0,98216,Real Estate,Masters,Salaried,Moderate,3.6
36,11604,3,18,9,14,Wealth Accumulation,Monthly,4,4,1500829,Real Estate,High School,Retired,Speculative,2.86
54,12366,2,11,7,2,House,Monthly,3,2,394026,Crypto,High School,Freelance,Speculative,3.43
21,6055,3,0,3,18,Education,Quarterly,3,6,272533,Real Estate,Bachelors,Freelance,Conservative,2.05
64,6622,7,3,1,13,Education,Yearly,4,1,836954,Bonds,Bachelors,Freelance,Speculative,2.0
21,17756,5,12,5,2,Wealth Accumulation,Quarterly,4,10,995676,Stocks,Bachelors,Freelance,Speculative,3.49
37,8783,3,16,6,12,Education,Yearly,3,0,1999620,Stocks,Bachelors,Salaried,Speculative,2.61
27,2949,9,18,9,27,Education,Monthly,2,1,912061,Stocks,Bachelors,Retired,Speculative,4.27
41,17628,2,18,5,2,Education,Yearly,3,2,1346864,Bonds,High School,Salaried,Speculative,3.27
52,11032,7,4,1,8,House,Monthly,4,9,1348916,Mixed,PhD,Salaried,Speculative,3.67
43,12619,10,10,4,29,Wealth Accumulation,Monthly,1,4,1052070,Bonds,High School,Salaried,Speculative,2.78
54,17508,6,6,2,5,Education,Monthly,0,5,933324,Stocks,Masters,Unemployed,Speculative,2.93
55,13824,6,2,4,29,Education,Quarterly,3,7,204778,Mixed,Bachelors,Retired,Conservative,2.98
38,11945,7,10,7,25,Education,Quarterly,0,3,1956632,Crypto,Masters,Unemployed,Speculative,4.83
57,2919,6,16,9,11,Retirement,Quarterly,3,3,584003,Bonds,PhD,Freelance,Speculative,3.13
56,10827,2,10,3,13,House,Yearly,3,1,1960186,Real Estate,Bachelors,Freelance,Speculative,3.59
38,10617,5,14,3,28,Wealth Accumulation,Quarterly,1,2,917515,Real Estate,PhD,Unemployed,Speculative,2.21
27,10732,3,18,4,21,Education,Monthly,4,2,1090705,Real Estate,Bachelors,Salaried,Speculative,2.95
55,1530,9,7,7,17,House,Quarterly,2,1,62565,Bonds,High School,Freelance,Moderate,2.0
